#TYPE System.Management.Automation.PSCustomObject
"Time","Type","Message"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9841, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso124401"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso317017"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9839, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso502808"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso502061"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso228355"
"31.12.2020 16:37","INFO","Class added, classname:NPR19A"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9842, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9842, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9842, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9842, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9842, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9842, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso504055"
"31.12.2020 16:37","INFO","Class added, classname:KOE20C"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9843, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9843, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9843, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9843, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9843, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9843, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9843, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9843, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso500065"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso317281"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso500066"
"31.12.2020 16:37","INFO","Class added, classname:PMG20B"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso124210"
"31.12.2020 16:37","INFO","Class added, classname:INF20B"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9845, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9845, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9845, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9845, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9845, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9845, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9845, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso240391"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9844, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso136301"
"31.12.2020 16:37","INFO","Class added, classname:INF19S"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9846, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9846, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9846, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9846, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9846, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9846, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9846, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9846, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso500062"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso299812"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso213755"
"31.12.2020 16:37","INFO","Class added, classname:INVOL20B"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9847, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso318277"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso298143"
"31.12.2020 16:37","INFO","Class added, classname:VWB20C"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso136693"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9843, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9843, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9843, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9843, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso134010"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso130171"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso297955"
"31.12.2020 16:37","INFO","Class added, classname:PRM20C"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9849, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9849, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9849, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9849, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9849, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9849, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9849, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9849, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9849, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9849, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9849, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso136663"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso187489"
"31.12.2020 16:37","INFO","Class added, classname:PME18A"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9850, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9850, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9850, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9850, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9850, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9850, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9850, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9850, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9850, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9850, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9850, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9850, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:37","INFO","teacher added to db, id: gibsso123167"
"31.12.2020 16:37","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9848, teacherid:SELECT LAST_INSERT_ID()"
